Key,Institute_name,Branch,Sub_category,State_Quota,GE_CR,SC_CR,ST_CR,OBC_CR,year
4336,Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,3355,692,439,1256,2017
4337,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,5029,1033,426,1725,2017
4338,Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,187,,,,2017
4339,Indian Institute of Technology Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,5821,1324,464,2035,2017
4340,Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,4089,914,382,1515,2017
4341,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,5522,977,499,1862,2017
4342,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,166,,,,2017
4343,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,6094,1069,612,2338,2017
4344,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,6653,1192,642,2438,2017
4345,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",TRUE,OTHERSTATE,177,,,,2017
4346,Indian Institute of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,6921,1302,641,2440,2017
4347,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,9149,1740,837,3095,2017
4348,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,225,,,,2017
4349,Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering and M.Tech. in Materials Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,9201,1943,,3424,2017
4350,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,2036,425,231,1037,2017
4351,Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,38,,,,2017
4352,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,1507,631,327,910,2017
4353,Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,53,,,14,2017
4354,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",FALSE,OTHERSTATE,5116,1493,758,2314,2017
4355,Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",TRUE,OTHERSTATE,,,,110,2017
4356,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,2308,511,117,976,2017
4357,Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,62,,,37,2017
4358,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,62,22,15,45,2017
4359,Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,2,,,1,2017
4360,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",FALSE,OTHERSTATE,2555,733,536,1611,2017
4361,Indian Institute of Technology Bombay,"Economics (4 Years, Bachelor of Science)",TRUE,OTHERSTATE,51,,,,2017
4362,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,266,80,27,158,2017
4363,Indian Institute of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,6,,,8,2017
4364,Indian Institute of Technology Bombay,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,510,168,187,414,2017
4365,Indian Institute of Technology Bombay,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",TRUE,OTHERSTATE,,7,,,2017
4366,Indian Institute of Technology Bombay,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,471,181,184,314,2017
4367,Indian Institute of Technology Bombay,"Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,2514,1000,377,1302,2017
4368,Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,1223,579,272,786,2017
4369,Indian Institute of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,,5,,,2017
4370,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,738,163,104,363,2017
4371,Indian Institute of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,18,,3,10.01,2017
4372,Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,879,213,131,504,2017
4373,Indian Institute of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",TRUE,OTHERSTATE,57,,,,2017
4374,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,3039,960,634,1493,2017
4375,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,120,,,49,2017
4376,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,3406,1093,703,1598,2017
4377,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",TRUE,OTHERSTATE,,,,73,2017
4378,Indian Institute of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,3288,1149,646,1639,2017
4379,Indian Institute of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,4245,1559,773,2385,2017
4380,Indian Institute of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",TRUE,OTHERSTATE,129,,,,2017
4381,Indian Institute of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,3860,1349,675,2131,2017
4382,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,1780,671,300,986,2017
4383,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,63,,,64,2017
4384,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,2876,866,421,1489,2017
4385,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",TRUE,OTHERSTATE,81,,,,2017
4386,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,2869,532,53,980,2017
4387,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,59,,,35,2017
4388,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,104,35,25,67,2017
4389,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,3,,,4,2017
4390,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,154,53,75,117,2017
4391,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",TRUE,OTHERSTATE,13,,,,2017
4392,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,416,106,43,203,2017
4393,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,22,5,,,2017
4394,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,928,270,113,484,2017
4395,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,,,,26,2017
4396,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,2433,764,613,1466,2017
4397,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,126,,,,2017
4398,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,329,150,109,232,2017
4399,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,23,,,,2017
4400,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,394,212,169,260,2017
4401,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",TRUE,OTHERSTATE,,,,36,2017
4402,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,944,188,60,452,2017
4403,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,21,,,34,2017
4404,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,2637,1046,471,1517,2017
4405,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,116,,,,2017
4406,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,5161,1809,725,2787,2017
4407,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,193,,,,2017
4408,Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,5386,1265,693,2031,2017
4409,Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,251,,,,2017
4410,Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,8214,1594,674,2878,2017
4411,Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,182,,,,2017
4412,Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,8856,1686,740,2988.02,2017
4413,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,5507,1451,736,2592,2017
4414,Indian Institute of Technology Gandhinagar,"Chemical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,186,,,,2017
4415,Indian Institute of Technology Gandhinagar,"Civil Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,6256,1177,355,1960,2017
4416,Indian Institute of Technology Gandhinagar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,1736,367,339,822,2017
4417,Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,3259,703,444,1334,2017
4418,Indian Institute of Technology Gandhinagar,"Electrical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,152.01,,,,2017
4419,Indian Institute of Technology Gandhinagar,"Materials Science and Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,7835,1871,922,3175,2017
4420,Indian Institute of Technology Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,4080,762,346,1479,2017
4421,Indian Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,4825,947,604,2008,2017
4422,Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,7525,1533,705,2839,2017
4423,Indian Institute of Technology Goa,"Electrical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,218,,,,2017
4424,Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,8213,1466,644,2836,2017
4425,Indian Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,265,,,133,2017
4426,Indian Institute of Technology Guwahati,"Bio Technology (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,7915,2027,953,3285,2017
4427,Indian Institute of Technology Guwahati,"Bio Technology (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,159,,,,2017
4428,Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,4739,1123,483,1909.01,2017
4429,Indian Institute of Technology Guwahati,"Chemical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,94.01,,,,2017
4430,Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,6670,1674,795,2598,2017
4431,Indian Institute of Technology Guwahati,"Chemical Science and Technology (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,,,,114,2017
4432,Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,5284,958,308,1784,2017
4433,Indian Institute of Technology Guwahati,"Civil Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,106,,4,,2017
4434,Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,670,197,151,338,2017
4435,Indian Institute of Technology Guwahati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,24,6,,12,2017
4436,Indian Institute of Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,1987,530,321,764,2017
4437,Indian Institute of Technology Guwahati,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,30,,,,2017
4438,Indian Institute of Technology Guwahati,"Electronics and Electrical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,2219,553,273,844,2017
4439,Indian Institute of Technology Guwahati,"Electronics and Electrical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,92,,,,2017
4440,Indian Institute of Technology Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,4845,1540,921,2382,2017
4441,Indian Institute of Technology Guwahati,"Engineering Physics (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,158,,,,2017
4442,Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,1207,458,281,639,2017
4443,Indian Institute of Technology Guwahati,"Mathematics and Computing (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,28,,,,2017
4444,Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,2923,657,296,1056,2017
4445,Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,72,,,33,2017
4446,Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,5660,1322,491,2148,2017
4447,Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,142,,,,2017
4448,Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,5773,874,328,1693,2017
4449,Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,146,,,,2017
4450,Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,975,247,155,328,2017
4451,Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,,,2,,2017
4452,Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,2357,477,254,864,2017
4453,Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,65,,,,2017
4454,Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,5085,1388,855,1943.01,2017
4455,Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,3459,1744,660,1908,2017
4456,Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,173,,,,2017
4457,Indian Institute of Technology Hyderabad,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,6495,1710,785,2564,2017
4458,Indian Institute of Technology Hyderabad,"Mathematics and Computing (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,1703,461,473,795,2017
4459,Indian Institute of Technology Hyderabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,3280,641,265,1058,2017
4460,Indian Institute of Technology Hyderabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,98,,,,2017
4461,Indian Institute of Technology Indore,"Civil Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,7258,1125,395,2292,2017
4462,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,1500,351,309,594,2017
4463,Indian Institute of Technology Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,32,13,2,22,2017
4464,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,3770,938,407,1550,2017
4465,Indian Institute of Technology Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,113,,,59,2017
4466,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,4771,992,409,1706,2017
4467,Indian Institute of Technology Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,130,,,,2017
4468,Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,8864,1837,948,3272,2017
4469,Indian Institute of Technology Indore,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,244,,,,2017
4470,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,10082,1796,538,3414,2017
4471,Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,228,,,,2017
4472,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,6687,1374,829,2390,2017
4473,Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,160,,,,2017
4474,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,8830,1692,735,3209,2017
4475,Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,,,,46,2017
4476,Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,9473,1721,791,3094,2017
4477,Indian Institute of Technology Jodhpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,3341,844,519,1260,2017
4478,Indian Institute of Technology Jodhpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,88,,,29,2017
4479,Indian Institute of Technology Jodhpur,"Electrical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,6139,1132,524,2220,2017
4480,Indian Institute of Technology Jodhpur,"Electrical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,180,,,82,2017
4481,Indian Institute of Technology Jodhpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,7211,1335,616,2430,2017
4482,Indian Institute of Technology Jodhpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,85,,,47,2017
4483,Indian Institute of Technology Kanpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,3053,745,483,1430,2017
4484,Indian Institute of Technology Kanpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,152,,,,2017
4485,Indian Institute of Technology Kanpur,"Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,5191,2081,891,2751,2017
4486,Indian Institute of Technology Kanpur,"Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,257,,,,2017
4487,Indian Institute of Technology Kanpur,"Chemical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,2811,891,452,1401,2017
4488,Indian Institute of Technology Kanpur,"Chemical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,91,,,,2017
4489,Indian Institute of Technology Kanpur,"Chemistry (4 Years, Bachelor of Science)",FALSE,OTHERSTATE,6604,2130,1052,3235,2017
4490,Indian Institute of Technology Kanpur,"Chemistry (4 Years, Bachelor of Science)",TRUE,OTHERSTATE,216,,,,2017
4491,Indian Institute of Technology Kanpur,"Civil Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,3533,667,190,1246,2017
4492,Indian Institute of Technology Kanpur,"Civil Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,118,,,39,2017
4493,Indian Institute of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,206,75,48,116,2017
4494,Indian Institute of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,5,,,2,2017
4495,Indian Institute of Technology Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",FALSE,OTHERSTATE,6692,1948,1026,3371,2017
4496,Indian Institute of Technology Kanpur,"Economics (4 Years, Bachelor of Science)",FALSE,OTHERSTATE,2892,1061,690,1699,2017
4497,Indian Institute of Technology Kanpur,"Economics (4 Years, Bachelor of Science)",TRUE,OTHERSTATE,114,,,,2017
4498,Indian Institute of Technology Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,816,263,145,378,2017
4499,Indian Institute of Technology Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,26,,,11.01,2017
4500,Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,4134,1572,748,2110,2017
4501,Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,200,,,70,2017
4502,Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",FALSE,OTHERSTATE,921,580,308.01,498,2017
4503,Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,1409,321,163,623,2017
4504,Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,40,,3,,2017
4505,Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",FALSE,OTHERSTATE,3703,1428,678,2696,2017
4506,Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",TRUE,OTHERSTATE,202,,,3,2017
4507,Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,3451,832,378,1485,2017
4508,Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,3821,778,422,1645,2017
4509,Indian Institute of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",TRUE,OTHERSTATE,136,,,,2017
4510,Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,6881,1852,721,3085,2017
4511,Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,17,,,,2017
4512,Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,8301,2015,930,3369,2017
4513,Indian Institute of Technology Kharagpur,"Applied Geology (5 Years, Integrated Master of Science)",FALSE,OTHERSTATE,7966,2031,1067,3651.01,2017
4514,Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",FALSE,OTHERSTATE,14927,2263,1122,4182,2017
4515,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,5417,1487,849,2682,2017
4516,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,,,,96,2017
4517,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,6665,1739,876,2932,2017
4518,Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",TRUE,OTHERSTATE,368,,,,2017
4519,Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",FALSE,OTHERSTATE,2990,880,419,1423,2017
4520,Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",TRUE,OTHERSTATE,,,,60,2017
4521,Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",FALSE,OTHERSTATE,3808,971,468,1684,2017
4522,Indian Institute of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",TRUE,OTHERSTATE,132,,,,2017
