Sl#,key,Institute,Branch,Course,Sub Category,State Quota,State,GE_CR,SC_CR,ST_CR,OBC_CR,Year
299,"Maulana Azad National Institute of Technology, BhopalNBHCSE4BTRUEHOMESTATE","Maulana Azad National Institute of Technology, Bhopal",Computer Science & Engineering,NBHCSE4B,TRUE,HOMESTATE,State,26584,,,365541,2014
300,"Maulana Azad National Institute of Technology, BhopalNBHCSE4BTRUEOTHERSTATE","Maulana Azad National Institute of Technology, Bhopal",Computer Science & Engineering,NBHCSE4B,TRUE,OTHERSTATE,CG,177043,,,256888,2014
301,"Maulana Azad National Institute of Technology, BhopalNBHELE4BFALSEHOMESTATE","Maulana Azad National Institute of Technology, Bhopal",Electrical Engineering,NBHELE4B,FALSE,HOMESTATE,CG,17186,102292,122084,34235,2014
302,"Maulana Azad National Institute of Technology, BhopalNBHELE4BFALSEOTHERSTATE","Maulana Azad National Institute of Technology, Bhopal",Electrical Engineering,NBHELE4B,FALSE,OTHERSTATE,CG,13495,71978,69384,20857,2014
303,"Maulana Azad National Institute of Technology, BhopalNBHELE4BTRUEHOMESTATE","Maulana Azad National Institute of Technology, Bhopal",Electrical Engineering,NBHELE4B,TRUE,HOMESTATE,CG,210042,455290,438990,,2014
304,"Maulana Azad National Institute of Technology, BhopalNBHELE4BTRUEOTHERSTATE","Maulana Azad National Institute of Technology, Bhopal",Electrical Engineering,NBHELE4B,TRUE,OTHERSTATE,CG,286792,665440,730247,,2014
305,"Maulana Azad National Institute of Technology, BhopalNBHECE4BFALSEHOMESTATE","Maulana Azad National Institute of Technology, Bhopal",Electronics & Communication Engineering,NBHECE4B,FALSE,HOMESTATE,CG,15393,113481,196649,33203,2014
306,"Maulana Azad National Institute of Technology, BhopalNBHECE4BFALSEOTHERSTATE","Maulana Azad National Institute of Technology, Bhopal",Electronics & Communication Engineering,NBHECE4B,FALSE,OTHERSTATE,CG,12243,82647,126312,21281,2014
307,"Maulana Azad National Institute of Technology, BhopalNBHECE4BTRUEHOMESTATE","Maulana Azad National Institute of Technology, Bhopal",Electronics & Communication Engineering,NBHECE4B,TRUE,HOMESTATE,CG,251393,793104,547978,,2014
308,"Maulana Azad National Institute of Technology, BhopalNBHECE4BTRUEOTHERSTATE","Maulana Azad National Institute of Technology, Bhopal",Electronics & Communication Engineering,NBHECE4B,TRUE,OTHERSTATE,CG,177716,616971,,,2014
309,"Maulana Azad National Institute of Technology, BhopalNBHMSM4BFALSEHOMESTATE","Maulana Azad National Institute of Technology, Bhopal",Materials Science & Metal Engineering,NBHMSM4B,FALSE,HOMESTATE,CG,29425,157218,267648,46125,2014
310,"Maulana Azad National Institute of Technology, BhopalNBHMSM4BFALSEOTHERSTATE","Maulana Azad National Institute of Technology, Bhopal",Materials Science & Metal Engineering,NBHMSM4B,FALSE,OTHERSTATE,CG,29003,151887,170518,53702,2014
311,"Maulana Azad National Institute of Technology, BhopalNBHMEC4BFALSEHOMESTATE","Maulana Azad National Institute of Technology, Bhopal",Mechanical Engineering,NBHMEC4B,FALSE,HOMESTATE,CG,15254,77305,93605,25035,2014
312,"Maulana Azad National Institute of Technology, BhopalNBHMEC4BFALSEOTHERSTATE","Maulana Azad National Institute of Technology, Bhopal",Mechanical Engineering,NBHMEC4B,FALSE,OTHERSTATE,CG,12359,68417,94446,19951,2014
313,"Maulana Azad National Institute of Technology, BhopalNBHMEC4BTRUEHOMESTATE","Maulana Azad National Institute of Technology, Bhopal",Mechanical Engineering,NBHMEC4B,TRUE,HOMESTATE,CG,133100,381742,,199613,2014
314,"Maulana Azad National Institute of Technology, BhopalNBHMEC4BTRUEOTHERSTATE","Maulana Azad National Institute of Technology, Bhopal",Mechanical Engineering,NBHMEC4B,TRUE,OTHERSTATE,CG,190555,490757,,240312,2014
315,"Maulana Azad National Institute of Technology, BhopalNBHPLN5PFALSEHOMESTATE","Maulana Azad National Institute of Technology, Bhopal",Planning,NBHPLN5P,FALSE,HOMESTATE,OR,16763,29705,,29082,2014
316,"Maulana Azad National Institute of Technology, BhopalNBHPLN5PFALSEOTHERSTATE","Maulana Azad National Institute of Technology, Bhopal",Planning,NBHPLN5P,FALSE,OTHERSTATE,OR,12861,36432,42700,25157,2014
317,"National Institute of Technology, CalicutNCAARC5AFALSEHOMESTATE","National Institute of Technology, Calicut",Architecture,NCAARC5A,FALSE,HOMESTATE,OR,80443,25477,72551,110238,2014
318,"National Institute of Technology, CalicutNCAARC5AFALSEOTHERSTATE","National Institute of Technology, Calicut",Architecture,NCAARC5A,FALSE,OTHERSTATE,OR,3956,17267,19902,9551,2014
319,"National Institute of Technology, CalicutNCAARC5ATRUEOTHERSTATE","National Institute of Technology, Calicut",Architecture,NCAARC5A,TRUE,OTHERSTATE,OR,,,,50157,2014
320,"National Institute of Technology, CalicutNCABOT4BFALSEHOMESTATE","National Institute of Technology, Calicut",Bio Technology,NCABOT4B,FALSE,HOMESTATE,State,46889,162158,,96840,2014
321,"National Institute of Technology, CalicutNCABOT4BFALSEOTHERSTATE","National Institute of Technology, Calicut",Bio Technology,NCABOT4B,FALSE,OTHERSTATE,OR,27000,114254,141380,45286,2014
322,"National Institute of Technology, CalicutNCACHE4BFALSEHOMESTATE","National Institute of Technology, Calicut",Chemical Engineering \ Technology,NCACHE4B,FALSE,HOMESTATE,OR,20149,660819,821561,56979,2014
323,"National Institute of Technology, CalicutNCACHE4BFALSEOTHERSTATE","National Institute of Technology, Calicut",Chemical Engineering \ Technology,NCACHE4B,FALSE,OTHERSTATE,State,18515,115375,156434,27782,2014
324,"National Institute of Technology, CalicutNCACHE4BTRUEHOMESTATE","National Institute of Technology, Calicut",Chemical Engineering \ Technology,NCACHE4B,TRUE,HOMESTATE,OR,195607,,,,2014
325,"National Institute of Technology, CalicutNCACHE4BTRUEOTHERSTATE","National Institute of Technology, Calicut",Chemical Engineering \ Technology,NCACHE4B,TRUE,OTHERSTATE,State,400660,,,,2014
326,"National Institute of Technology, CalicutNCACIV4BFALSEHOMESTATE","National Institute of Technology, Calicut",Civil Engineering,NCACIV4B,FALSE,HOMESTATE,OR,15560,307648,648029,31363,2014
327,"National Institute of Technology, CalicutNCACIV4BFALSEOTHERSTATE","National Institute of Technology, Calicut",Civil Engineering,NCACIV4B,FALSE,OTHERSTATE,State,12758,87701,93886,20191,2014
328,"National Institute of Technology, CalicutNCACIV4BTRUEHOMESTATE","National Institute of Technology, Calicut",Civil Engineering,NCACIV4B,TRUE,HOMESTATE,OR,181745,,,,2014
329,"National Institute of Technology, CalicutNCACIV4BTRUEOTHERSTATE","National Institute of Technology, Calicut",Civil Engineering,NCACIV4B,TRUE,OTHERSTATE,OR,279849,,,318252,2014
330,"National Institute of Technology, CalicutNCACSE4BFALSEHOMESTATE","National Institute of Technology, Calicut",Computer Science & Engineering,NCACSE4B,FALSE,HOMESTATE,OR,130067,219233,657523,19884,2014
331,"National Institute of Technology, CalicutNCACSE4BFALSEOTHERSTATE","National Institute of Technology, Calicut",Computer Science & Engineering,NCACSE4B,FALSE,OTHERSTATE,OR,4966,56902,103450,11821,2014
332,"National Institute of Technology, CalicutNCACSE4BTRUEHOMESTATE","National Institute of Technology, Calicut",Computer Science & Engineering,NCACSE4B,TRUE,HOMESTATE,State,87931,,,,2014
333,"National Institute of Technology, CalicutNCACSE4BTRUEOTHERSTATE","National Institute of Technology, Calicut",Computer Science & Engineering,NCACSE4B,TRUE,OTHERSTATE,OR,129930,756090,,,2014
334,"National Institute of Technology, CalicutNCAEEE4BFALSEHOMESTATE","National Institute of Technology, Calicut",Electrical & Electronics Engineering,NCAEEE4B,FALSE,HOMESTATE,State,657947,304181,257761,22277,2014
335,"National Institute of Technology, CalicutNCAEEE4BFALSEOTHERSTATE","National Institute of Technology, Calicut",Electrical & Electronics Engineering,NCAEEE4B,FALSE,OTHERSTATE,OR,7854,66767,91905,15797,2014
336,"National Institute of Technology, CalicutNCAEEE4BTRUEHOMESTATE","National Institute of Technology, Calicut",Electrical & Electronics Engineering,NCAEEE4B,TRUE,HOMESTATE,State,621386,,,,2014
337,"National Institute of Technology, CalicutNCAEEE4BTRUEOTHERSTATE","National Institute of Technology, Calicut",Electrical & Electronics Engineering,NCAEEE4B,TRUE,OTHERSTATE,OR,207495,,,257333,2014
338,"National Institute of Technology, CalicutNCAECE4BFALSEHOMESTATE","National Institute of Technology, Calicut",Electronics & Communication Engineering,NCAECE4B,FALSE,HOMESTATE,OR,622073,294623,531654,15899,2014
339,"National Institute of Technology, CalicutNCAECE4BFALSEOTHERSTATE","National Institute of Technology, Calicut",Electronics & Communication Engineering,NCAECE4B,FALSE,OTHERSTATE,OR,5123,66914,97844,12774,2014
340,"National Institute of Technology, CalicutNCAECE4BTRUEHOMESTATE","National Institute of Technology, Calicut",Electronics & Communication Engineering,NCAECE4B,TRUE,HOMESTATE,OR,21159,,,431422,2014
341,"National Institute of Technology, CalicutNCAECE4BTRUEOTHERSTATE","National Institute of Technology, Calicut",Electronics & Communication Engineering,NCAECE4B,TRUE,OTHERSTATE,OR,149230,,593776,,2014
342,"National Institute of Technology, CalicutNCAEPH4BFALSEHOMESTATE","National Institute of Technology, Calicut",Engineering Physics,NCAEPH4B,FALSE,HOMESTATE,OR,17023,394610,,44542,2014
343,"National Institute of Technology, CalicutNCAEPH4BFALSEOTHERSTATE","National Institute of Technology, Calicut",Engineering Physics,NCAEPH4B,FALSE,OTHERSTATE,OR,14407,112032,148126,27407,2014
344,"National Institute of Technology, CalicutNCAEPH4BTRUEOTHERSTATE","National Institute of Technology, Calicut",Engineering Physics,NCAEPH4B,TRUE,OTHERSTATE,OR,,,,254125,2014
345,"National Institute of Technology, CalicutNCAMEC4BFALSEHOMESTATE","National Institute of Technology, Calicut",Mechanical Engineering,NCAMEC4B,FALSE,HOMESTATE,OR,520698,115953,787811,13007,2014
346,"National Institute of Technology, CalicutNCAMEC4BFALSEOTHERSTATE","National Institute of Technology, Calicut",Mechanical Engineering,NCAMEC4B,FALSE,OTHERSTATE,OR,6731,58609,91406,13215,2014
347,"National Institute of Technology, CalicutNCAMEC4BTRUEHOMESTATE","National Institute of Technology, Calicut",Mechanical Engineering,NCAMEC4B,TRUE,HOMESTATE,OR,117130,,,,2014
348,"National Institute of Technology, CalicutNCAMEC4BTRUEOTHERSTATE","National Institute of Technology, Calicut",Mechanical Engineering,NCAMEC4B,TRUE,OTHERSTATE,OR,164337,283571,,,2014
349,"National Institute of Technology, CalicutNCAPRO4BFALSEHOMESTATE","National Institute of Technology, Calicut",Production Engineering,NCAPRO4B,FALSE,HOMESTATE,OR,17472,353792,,49131,2014
350,"National Institute of Technology, CalicutNCAPRO4BFALSEOTHERSTATE","National Institute of Technology, Calicut",Production Engineering,NCAPRO4B,FALSE,OTHERSTATE,OR,20343,137777,167449,31548,2014
351,"National Institute of Technology, CalicutNCAPRO4BTRUEOTHERSTATE","National Institute of Technology, Calicut",Production Engineering,NCAPRO4B,TRUE,OTHERSTATE,State,321405,,,,2014
352,"National Institute of Technology, CalicutNCAPRO4BTRUEHOMESTATE","National Institute of Technology, Calicut",Production Engineering,NCAPRO4B,TRUE,HOMESTATE,OR,,,,314049,2014
353,"National Institute of Technology, DelhiNDLCSE4BFALSEHOMESTATE","National Institute of Technology, Delhi",Computer Science & Engineering,NDLCSE4B,FALSE,HOMESTATE,OR,15428,182014,312796,43576,2014
354,"National Institute of Technology, DelhiNDLCSE4BFALSEOTHERSTATE","National Institute of Technology, Delhi",Computer Science & Engineering,NDLCSE4B,FALSE,OTHERSTATE,OR,5250,51379,73825,11109,2014
355,"National Institute of Technology, DelhiNDLCSE4BTRUEOTHERSTATE","National Institute of Technology, Delhi",Computer Science & Engineering,NDLCSE4B,TRUE,OTHERSTATE,OR,,,,142731,2014
356,"National Institute of Technology, DelhiNDLEEE4BFALSEHOMESTATE","National Institute of Technology, Delhi",Electrical & Electronics Engineering,NDLEEE4B,FALSE,HOMESTATE,OR,21581,224606,423282,88198,2014
357,"National Institute of Technology, DelhiNDLEEE4BFALSEOTHERSTATE","National Institute of Technology, Delhi",Electrical & Electronics Engineering,NDLEEE4B,FALSE,OTHERSTATE,OR,8584,41204,50066,14363,2014
358,"National Institute of Technology, DelhiNDLEEE4BTRUEHOMESTATE","National Institute of Technology, Delhi",Electrical & Electronics Engineering,NDLEEE4B,TRUE,HOMESTATE,OR,487893,,,,2014
359,"National Institute of Technology, DelhiNDLECE4BFALSEHOMESTATE","National Institute of Technology, Delhi",Electronics & Communication Engineering,NDLECE4B,FALSE,HOMESTATE,AS,19882,217287,764634,69690,2014
360,"National Institute of Technology, DelhiNDLECE4BFALSEOTHERSTATE","National Institute of Technology, Delhi",Electronics & Communication Engineering,NDLECE4B,FALSE,OTHERSTATE,AS,6488,50591,80151,14988,2014
361,"National Institute of Technology, DelhiNDLECE4BTRUEHOMESTATE","National Institute of Technology, Delhi",Electronics & Communication Engineering,NDLECE4B,TRUE,HOMESTATE,OR,518328,,,,2014
362,"National Institute of Technology, DelhiNDLECE4BTRUEOTHERSTATE","National Institute of Technology, Delhi",Electronics & Communication Engineering,NDLECE4B,TRUE,OTHERSTATE,AS,76729,,,,2014
363,"National Institute of Technology, DurgapurNDUBOT4BFALSEHOMESTATE","National Institute of Technology, Durgapur",Bio Technology,NDUBOT4B,FALSE,HOMESTATE,AS,164112,299506,569935,307524,2014
364,"National Institute of Technology, DurgapurNDUBOT4BFALSEOTHERSTATE","National Institute of Technology, Durgapur",Bio Technology,NDUBOT4B,FALSE,OTHERSTATE,AS,63004,182778,367103,104217,2014
365,"National Institute of Technology, DurgapurNDUBOT4BTRUEHOMESTATE","National Institute of Technology, Durgapur",Bio Technology,NDUBOT4B,TRUE,HOMESTATE,AS,561869,,,,2014
366,"National Institute of Technology, DurgapurNDUCHE4BFALSEHOMESTATE","National Institute of Technology, Durgapur",Chemical Engineering \ Technology,NDUCHE4B,FALSE,HOMESTATE,AS,40953,208763,460803,108871,2014
367,"National Institute of Technology, DurgapurNDUCHE4BFALSEOTHERSTATE","National Institute of Technology, Durgapur",Chemical Engineering \ Technology,NDUCHE4B,FALSE,OTHERSTATE,AS,27533,128988,205207,37146,2014
368,"National Institute of Technology, DurgapurNDUCHE4BTRUEOTHERSTATE","National Institute of Technology, Durgapur",Chemical Engineering \ Technology,NDUCHE4B,TRUE,OTHERSTATE,State,268083,,,,2014
369,"National Institute of Technology, DurgapurNDUCIV4BFALSEHOMESTATE","National Institute of Technology, Durgapur",Civil Engineering,NDUCIV4B,FALSE,HOMESTATE,SK,32545,139789,273192,74386,2014
370,"National Institute of Technology, DurgapurNDUCIV4BFALSEOTHERSTATE","National Institute of Technology, Durgapur",Civil Engineering,NDUCIV4B,FALSE,OTHERSTATE,SK,22040,96075,99294,27708,2014
371,"National Institute of Technology, DurgapurNDUCIV4BTRUEHOMESTATE","National Institute of Technology, Durgapur",Civil Engineering,NDUCIV4B,TRUE,HOMESTATE,SK,280414,,,,2014
372,"National Institute of Technology, DurgapurNDUCIV4BTRUEOTHERSTATE","National Institute of Technology, Durgapur",Civil Engineering,NDUCIV4B,TRUE,OTHERSTATE,SK,,,,220727,2014
373,"National Institute of Technology, DurgapurNDUCSE4BFALSEHOMESTATE","National Institute of Technology, Durgapur",Computer Science & Engineering,NDUCSE4B,FALSE,HOMESTATE,KR,19355,120382,374588,64559,2014
374,"National Institute of Technology, DurgapurNDUCSE4BFALSEOTHERSTATE","National Institute of Technology, Durgapur",Computer Science & Engineering,NDUCSE4B,FALSE,OTHERSTATE,KR,12839,95281,156749,23665,2014
375,"National Institute of Technology, DurgapurNDUCSE4BTRUEOTHERSTATE","National Institute of Technology, Durgapur",Computer Science & Engineering,NDUCSE4B,TRUE,OTHERSTATE,State,286902,,,,2014
376,"National Institute of Technology, DurgapurNDUELE4BFALSEHOMESTATE","National Institute of Technology, Durgapur",Electrical Engineering,NDUELE4B,FALSE,HOMESTATE,KR,24784,141776,350543,75334,2014
377,"National Institute of Technology, DurgapurNDUELE4BFALSEOTHERSTATE","National Institute of Technology, Durgapur",Electrical Engineering,NDUELE4B,FALSE,OTHERSTATE,KR,18868,109380,142860,27413,2014
378,"National Institute of Technology, DurgapurNDUELE4BTRUEHOMESTATE","National Institute of Technology, Durgapur",Electrical Engineering,NDUELE4B,TRUE,HOMESTATE,KR,323870,,,,2014
379,"National Institute of Technology, DurgapurNDUELE4BTRUEOTHERSTATE","National Institute of Technology, Durgapur",Electrical Engineering,NDUELE4B,TRUE,OTHERSTATE,KR,215659,,,,2014
380,"National Institute of Technology, DurgapurNDUECE4BFALSEHOMESTATE","National Institute of Technology, Durgapur",Electronics & Communication Engineering,NDUECE4B,FALSE,HOMESTATE,KR,21790,147681,340325,77034,2014
381,"National Institute of Technology, DurgapurNDUECE4BFALSEOTHERSTATE","National Institute of Technology, Durgapur",Electronics & Communication Engineering,NDUECE4B,FALSE,OTHERSTATE,KR,16033,106162,151748,26598,2014
382,"National Institute of Technology, DurgapurNDUECE4BTRUEHOMESTATE","National Institute of Technology, Durgapur",Electronics & Communication Engineering,NDUECE4B,TRUE,HOMESTATE,KR,200056,,,,2014
383,"National Institute of Technology, DurgapurNDUECE4BTRUEOTHERSTATE","National Institute of Technology, Durgapur",Electronics & Communication Engineering,NDUECE4B,TRUE,OTHERSTATE,KR,192067,,,,2014
384,"National Institute of Technology, DurgapurNDUITY4BFALSEHOMESTATE","National Institute of Technology, Durgapur",Information Technology,NDUITY4B,FALSE,HOMESTATE,JK,54401,218354,542338,114232,2014
385,"National Institute of Technology, DurgapurNDUITY4BFALSEOTHERSTATE","National Institute of Technology, Durgapur",Information Technology,NDUITY4B,FALSE,OTHERSTATE,JK,23236,136650,200800,34471,2014
386,"National Institute of Technology, DurgapurNDUITY4BTRUEHOMESTATE","National Institute of Technology, Durgapur",Information Technology,NDUITY4B,TRUE,HOMESTATE,KR,606522,,,,2014
387,"National Institute of Technology, DurgapurNDUITY4BTRUEOTHERSTATE","National Institute of Technology, Durgapur",Information Technology,NDUITY4B,TRUE,OTHERSTATE,JK,,,,534000,2014
388,"National Institute of Technology, DurgapurNDUMEC4BFALSEHOMESTATE","National Institute of Technology, Durgapur",Mechanical Engineering,NDUMEC4B,FALSE,HOMESTATE,JK,20505,87053,392092,64377,2014
389,"National Institute of Technology, DurgapurNDUMEC4BFALSEOTHERSTATE","National Institute of Technology, Durgapur",Mechanical Engineering,NDUMEC4B,FALSE,OTHERSTATE,JK,15792,85157,129574,22633,2014
390,"National Institute of Technology, DurgapurNDUMEC4BTRUEHOMESTATE","National Institute of Technology, Durgapur",Mechanical Engineering,NDUMEC4B,TRUE,HOMESTATE,JK,256792,,,,2014
391,"National Institute of Technology, DurgapurNDUMEC4BTRUEOTHERSTATE","National Institute of Technology, Durgapur",Mechanical Engineering,NDUMEC4B,TRUE,OTHERSTATE,JK,130682,593179,,,2014
392,"National Institute of Technology, DurgapurNDUMLE4BFALSEHOMESTATE","National Institute of Technology, Durgapur",Metallurgical and Materials Engineering,NDUMLE4B,FALSE,HOMESTATE,JK,80355,251472,496864,167187,2014
393,"National Institute of Technology, DurgapurNDUMLE4BFALSEOTHERSTATE","National Institute of Technology, Durgapur",Metallurgical and Materials Engineering,NDUMLE4B,FALSE,OTHERSTATE,JK,39986,184949,213858,59798,2014
394,"National Institute of Technology, DurgapurNDUMLE4BTRUEOTHERSTATE","National Institute of Technology, Durgapur",Metallurgical and Materials Engineering,NDUMLE4B,TRUE,OTHERSTATE,JK,269884,,,419759,2014
395,"National Institute of Technology, GoaNGOCSE4BFALSEHOMESTATE","National Institute of Technology, Goa",Computer Science & Engineering,NGOCSE4B,FALSE,HOMESTATE,DN,105331,328618,,306055,2014
396,"National Institute of Technology, GoaNGOCSE4BFALSEOTHERSTATE","National Institute of Technology, Goa",Computer Science & Engineering,NGOCSE4B,FALSE,OTHERSTATE,State,16377,76609,91741,29146,2014
397,"National Institute of Technology, GoaNGOEEE4BFALSEHOMESTATE","National Institute of Technology, Goa",Electrical & Electronics Engineering,NGOEEE4B,FALSE,HOMESTATE,GJ,106461,607989,,343980,2014
398,"National Institute of Technology, GoaNGOEEE4BFALSEOTHERSTATE","National Institute of Technology, Goa",Electrical & Electronics Engineering,NGOEEE4B,FALSE,OTHERSTATE,DN,17837,91247,119224,23882,2014
399,"National Institute of Technology, GoaNGOEEE4BTRUEOTHERSTATE","National Institute of Technology, Goa",Electrical & Electronics Engineering,NGOEEE4B,TRUE,OTHERSTATE,DD,,,,487279,2014
400,"National Institute of Technology, GoaNGOECE4BFALSEHOMESTATE","National Institute of Technology, Goa",Electronics & Communication Engineering,NGOECE4B,FALSE,HOMESTATE,GJ,64342,168497,,216661,2014
401,"National Institute of Technology, GoaNGOECE4BFALSEOTHERSTATE","National Institute of Technology, Goa",Electronics & Communication Engineering,NGOECE4B,FALSE,OTHERSTATE,GJ,16945,87976,138768,27272,2014
402,"National Institute of Technology, GoaNGOECE4BTRUEOTHERSTATE","National Institute of Technology, Goa",Electronics & Communication Engineering,NGOECE4B,TRUE,OTHERSTATE,GJ,332452,,,,2014
403,"National Institute of Technology, HamirpurNHAARC5AFALSEHOMESTATE","National Institute of Technology, Hamirpur",Architecture,NHAARC5A,FALSE,HOMESTATE,GJ,11415,20169,19471,92219,2014
404,"National Institute of Technology, HamirpurNHAARC5AFALSEOTHERSTATE","National Institute of Technology, Hamirpur",Architecture,NHAARC5A,FALSE,OTHERSTATE,DD,8746,24927,35198,17378,2014
405,"National Institute of Technology, HamirpurNHACHE4BFALSEHOMESTATE","National Institute of Technology, Hamirpur",Chemical Engineering \ Technology,NHACHE4B,FALSE,HOMESTATE,DD,53034,177502,168433,228278,2014
406,"National Institute of Technology, HamirpurNHACHE4BFALSEOTHERSTATE","National Institute of Technology, Hamirpur",Chemical Engineering \ Technology,NHACHE4B,FALSE,OTHERSTATE,GJ,32593,161313,180800,44680,2014
407,"National Institute of Technology, HamirpurNHACHE4BTRUEOTHERSTATE","National Institute of Technology, Hamirpur",Chemical Engineering \ Technology,NHACHE4B,TRUE,OTHERSTATE,DN,656598,,,,2014
408,"National Institute of Technology, HamirpurNHACIV4BFALSEHOMESTATE","National Institute of Technology, Hamirpur",Civil Engineering,NHACIV4B,FALSE,HOMESTATE,DD,40352,103179,118647,164771,2014
409,"National Institute of Technology, HamirpurNHACIV4BFALSEOTHERSTATE","National Institute of Technology, Hamirpur",Civil Engineering,NHACIV4B,FALSE,OTHERSTATE,DN,25146,95166,112530,32330,2014
410,"National Institute of Technology, HamirpurNHACIV4BTRUEHOMESTATE","National Institute of Technology, Hamirpur",Civil Engineering,NHACIV4B,TRUE,HOMESTATE,DN,133645,,,,2014
411,"National Institute of Technology, HamirpurNHACIV4BTRUEOTHERSTATE","National Institute of Technology, Hamirpur",Civil Engineering,NHACIV4B,TRUE,OTHERSTATE,GJ,332328,,,,2014
412,"National Institute of Technology, HamirpurNHACSE4BFALSEHOMESTATE","National Institute of Technology, Hamirpur",Computer Science & Engineering,NHACSE4B,FALSE,HOMESTATE,GJ,36364,157775,200271,178396,2014
413,"National Institute of Technology, HamirpurNHACSE4BFALSEOTHERSTATE","National Institute of Technology, Hamirpur",Computer Science & Engineering,NHACSE4B,FALSE,OTHERSTATE,GJ,16163,117426,170920,26594,2014
414,"National Institute of Technology, HamirpurNHACSE4BTRUEOTHERSTATE","National Institute of Technology, Hamirpur",Computer Science & Engineering,NHACSE4B,TRUE,OTHERSTATE,DD,340790,,,497136,2014
415,"National Institute of Technology, HamirpurNHAEEE4BFALSEHOMESTATE","National Institute of Technology, Hamirpur",Electrical & Electronics Engineering,NHAEEE4B,FALSE,HOMESTATE,TN,42266,166037,128266,204439,2014
416,"National Institute of Technology, HamirpurNHAEEE4BFALSEOTHERSTATE","National Institute of Technology, Hamirpur",Electrical & Electronics Engineering,NHAEEE4B,FALSE,OTHERSTATE,State,20471,99320,132428,30381,2014
417,"National Institute of Technology, HamirpurNHAEEE4BTRUEOTHERSTATE","National Institute of Technology, Hamirpur",Electrical & Electronics Engineering,NHAEEE4B,TRUE,OTHERSTATE,TN,,,,352437,2014
418,"National Institute of Technology, HamirpurNHAECE4BFALSEHOMESTATE","National Institute of Technology, Hamirpur",Electronics & Communication Engineering,NHAECE4B,FALSE,HOMESTATE,TN,31557,157224,153134,150729,2014
419,"National Institute of Technology, HamirpurNHAECE4BFALSEOTHERSTATE","National Institute of Technology, Hamirpur",Electronics & Communication Engineering,NHAECE4B,FALSE,OTHERSTATE,TN,20196,115283,153911,30221,2014
420,"National Institute of Technology, HamirpurNHAMEC4BFALSEHOMESTATE","National Institute of Technology, Hamirpur",Mechanical Engineering,NHAMEC4B,FALSE,HOMESTATE,TN,25204,88774,118401,107739,2014
421,"National Institute of Technology, HamirpurNHAMEC4BFALSEOTHERSTATE","National Institute of Technology, Hamirpur",Mechanical Engineering,NHAMEC4B,FALSE,OTHERSTATE,TN,17483,92367,123130,25966,2014
422,"National Institute of Technology, HamirpurNHAMEC4BTRUEHOMESTATE","National Institute of Technology, Hamirpur",Mechanical Engineering,NHAMEC4B,TRUE,HOMESTATE,TN,402182,,,,2014
423,"National Institute of Technology, HamirpurNHAMEC4BTRUEOTHERSTATE","National Institute of Technology, Hamirpur",Mechanical Engineering,NHAMEC4B,TRUE,OTHERSTATE,TN,299875,,,507607,2014
424,"Birla Institute of Technology ,Mesra RanchiNITARC5AFALSEHOMESTATE","Birla Institute of Technology, Mesra, Ranchi",Architecture,NITARC5A,FALSE,HOMESTATE,TN,13894,53174,60208,,2014
425,"Birla Institute of Technology ,Mesra RanchiNITARC5AFALSEOTHERSTATE","Birla Institute of Technology, Mesra, Ranchi",Architecture,NITARC5A,FALSE,OTHERSTATE,State,5939,37766,46061,,2014
426,"Birla Institute of Technology, Mesra RanchiNITBOT4BFALSEHOMESTATE","Birla Institute of Technology, Mesra, Ranchi",Bio Technology,NITBOT4B,FALSE,HOMESTATE,TN,109455,334967,852504,,2014
427,"Birla Institute of Technology, Mesra RanchiNITBOT4BFALSEOTHERSTATE","Birla Institute of Technology, Mesra, Ranchi",Bio Technology,NITBOT4B,FALSE,OTHERSTATE,TN,69689,234165,334600,,2014
428,"Birla Institute of Technology, Mesra RanchiNITCPP4BFALSEHOMESTATE","Birla Institute of Technology, Mesra, Ranchi",Chemical Engineering (Plastic & Polymer ),NITCPP4B,FALSE,HOMESTATE,TN,50032,299665,589826,,2014
429,"Birla Institute of Technology, Mesra RanchiNITCPP4BFALSEOTHERSTATE","Birla Institute of Technology, Mesra, Ranchi",Chemical Engineering (Plastic & Polymer ),NITCPP4B,FALSE,OTHERSTATE,TN,47060,240185,372729,,2014
430,"Birla Institute of Technology, Mesra RanchiNITCHE4BFALSEHOMESTATE","Birla Institute of Technology, Mesra, Ranchi",Chemical Engineering \ Technology,NITCHE4B,FALSE,HOMESTATE,TN,35149,231965,399046,,2014
431,"Birla Institute of Technology, Mesra RanchiNITCHE4BFALSEOTHERSTATE","Birla Institute of Technology, Mesra, Ranchi",Chemical Engineering \ Technology,NITCHE4B,FALSE,OTHERSTATE,TN,28425,189210,200537,,2014
432,"Birla Institute of Technology, Mesra RanchiNITCIV4BFALSEHOMESTATE","Birla Institute of Technology, Mesra, Ranchi",Civil Engineering,NITCIV4B,FALSE,HOMESTATE,UR,25495,138516,307618,,2014
433,"Birla Institute of Technology, Mesra RanchiNITCIV4BFALSEOTHERSTATE","Birla Institute of Technology, Mesra, Ranchi",Civil Engineering,NITCIV4B,FALSE,OTHERSTATE,UR,20954,123917,121974,,2014
434,"Birla Institute of Technology, Mesra RanchiNITCIV4BTRUEHOMESTATE","Birla Institute of Technology, Mesra, Ranchi",Civil Engineering,NITCIV4B,TRUE,HOMESTATE,UR,188498,,,,2014
