Sl#,key,Institute,Branch,Course,Sub Category,State Quota,State,GE_CR,SC_CR,ST_CR,OBC_CR,Year
794,"National Institute of Technology, RourkelaNROEIN4BFALSEOTHERSTATE","National Institute of Technology, Rourkela",Electronics & Instrumentation Engg,NROEIN4B,FALSE,OTHERSTATE,,14391,91490,134260,23866,2014
795,"National Institute of Technology, RourkelaNROFPE4BFALSEHOMESTATE","National Institute of Technology, Rourkela",Food Processing Engineering,NROFPE4B,FALSE,HOMESTATE,,89336,424563,327467,319322,2014
796,"National Institute of Technology, RourkelaNROFPE4BFALSEOTHERSTATE","National Institute of Technology, Rourkela",Food Processing Engineering,NROFPE4B,FALSE,OTHERSTATE,,52507,189077,271629,87619,2014
797,"National Institute of Technology, RourkelaNROFPE4BTRUEOTHERSTATE","National Institute of Technology, Rourkela",Food Processing Engineering,NROFPE4B,TRUE,OTHERSTATE,,721658,,,,2014
798,"National Institute of Technology, RourkelaNROIDE4BFALSEHOMESTATE","National Institute of Technology, Rourkela",Industrial Design,NROIDE4B,FALSE,HOMESTATE,,28776,196974,264998,57935,2014
799,"National Institute of Technology, RourkelaNROIDE4BFALSEOTHERSTATE","National Institute of Technology, Rourkela",Industrial Design,NROIDE4B,FALSE,OTHERSTATE,,35836,199352,256103,58853,2014
800,"National Institute of Technology, RourkelaNROMEC4BFALSEHOMESTATE","National Institute of Technology, Rourkela",Mechanical Engineering,NROMEC4B,FALSE,HOMESTATE,,8951,66528,70980,27003,2014
801,"National Institute of Technology, RourkelaNROMEC4BFALSEOTHERSTATE","National Institute of Technology, Rourkela",Mechanical Engineering,NROMEC4B,FALSE,OTHERSTATE,,8385,59901,94401,16334,2014
802,"National Institute of Technology, RourkelaNROMEC4BTRUEOTHERSTATE","National Institute of Technology, Rourkela",Mechanical Engineering,NROMEC4B,TRUE,OTHERSTATE,,,,,150127,2014
803,"National Institute of Technology, RourkelaNROMLE4BFALSEHOMESTATE","National Institute of Technology, Rourkela",Metallurgical and Materials Engineering,NROMLE4B,FALSE,HOMESTATE,,23795,194824,259416,55888,2014
804,"National Institute of Technology, RourkelaNROMLE4BFALSEOTHERSTATE","National Institute of Technology, Rourkela",Metallurgical and Materials Engineering,NROMLE4B,FALSE,OTHERSTATE,,30548,143189,173252,44846,2014
805,"National Institute of Technology, RourkelaNROMIN4BFALSEHOMESTATE","National Institute of Technology, Rourkela",Mining Engineering,NROMIN4B,FALSE,HOMESTATE,,29774,202160,241663,52730,2014
806,"National Institute of Technology, RourkelaNROMIN4BFALSEOTHERSTATE","National Institute of Technology, Rourkela",Mining Engineering,NROMIN4B,FALSE,OTHERSTATE,,23938,130110,136543,42949,2014
807,"Maharishi Markandeshwar University, Sadopur-AmbalaNSAARC5AFALSEOTHERSTATE","Maharishi Markandeshwar University, Sadopur-Ambala",Architecture,NSAARC5A,FALSE,OTHERSTATE,,40200,126279,,154520,2014
808,"Maharishi Markandeshwar University, Sadopur-AmbalaNSACSE4BFALSEOTHERSTATE","Maharishi Markandeshwar University, Sadopur-Ambala",Computer Science & Engineering,NSACSE4B,FALSE,OTHERSTATE,,325037,,,,2014
809,"Maharishi Markandeshwar University, Sadopur-AmbalaNSAECE4BFALSEOTHERSTATE","Maharishi Markandeshwar University, Sadopur-Ambala",Electronics & Communication Engg.,NSAECE4B,FALSE,OTHERSTATE,,,662898,,,2014
810,"Maharishi Markandeshwar University, Sadopur-AmbalaNSAMEC4BFALSEOTHERSTATE","Maharishi Markandeshwar University, Sadopur-Ambala",Mechanical Engineering,NSAMEC4B,FALSE,OTHERSTATE,,,723512,,378401,2014
811,"National Institute of Technology, SilcharNSICIV4BFALSEHOMESTATE","National Institute of Technology, Silchar",Civil Engineering,NSICIV4B,FALSE,HOMESTATE,,55518,156138,155118,94451,2014
812,"National Institute of Technology, SilcharNSICIV4BFALSEOTHERSTATE","National Institute of Technology, Silchar",Civil Engineering,NSICIV4B,FALSE,OTHERSTATE,,43806,177671,255472,66110,2014
813,"National Institute of Technology, SilcharNSICIV4BTRUEHOMESTATE","National Institute of Technology, Silchar",Civil Engineering,NSICIV4B,TRUE,HOMESTATE,,264169,,,,2014
814,"National Institute of Technology, SilcharNSICIV4BTRUEOTHERSTATE","National Institute of Technology, Silchar",Civil Engineering,NSICIV4B,TRUE,OTHERSTATE,,607154,,,,2014
815,"National Institute of Technology, SilcharNSICSE4BFALSEHOMESTATE","National Institute of Technology, Silchar",Computer Science & Engineering,NSICSE4B,FALSE,HOMESTATE,,60566,230667,207626,133405,2014
816,"National Institute of Technology, SilcharNSICSE4BFALSEOTHERSTATE","National Institute of Technology, Silchar",Computer Science & Engineering,NSICSE4B,FALSE,OTHERSTATE,,30422,176840,246611,62105,2014
817,"National Institute of Technology, SilcharNSICSE4BTRUEOTHERSTATE","National Institute of Technology, Silchar",Computer Science & Engineering,NSICSE4B,TRUE,OTHERSTATE,,396169,,,,2014
818,"National Institute of Technology, SilcharNSICSE4BTRUEHOMESTATE","National Institute of Technology, Silchar",Computer Science & Engineering,NSICSE4B,TRUE,HOMESTATE,,,,,785127,2014
819,"National Institute of Technology, SilcharNSIELE4BFALSEHOMESTATE","National Institute of Technology, Silchar",Electrical Engineering,NSIELE4B,FALSE,HOMESTATE,,58807,239852,184416,105389,2014
820,"National Institute of Technology, SilcharNSIELE4BFALSEOTHERSTATE","National Institute of Technology, Silchar",Electrical Engineering,NSIELE4B,FALSE,OTHERSTATE,,38436,169547,176923,60953,2014
821,"National Institute of Technology, SilcharNSIELE4BTRUEHOMESTATE","National Institute of Technology, Silchar",Electrical Engineering,NSIELE4B,TRUE,HOMESTATE,,312671,,,,2014
822,"National Institute of Technology, SilcharNSIELE4BTRUEOTHERSTATE","National Institute of Technology, Silchar",Electrical Engineering,NSIELE4B,TRUE,OTHERSTATE,,,,,552734,2014
823,"National Institute of Technology, SilcharNSIECE4BFALSEHOMESTATE","National Institute of Technology, Silchar",Electronics & Communication Engineering,NSIECE4B,FALSE,HOMESTATE,,54593,227810,238161,150038,2014
824,"National Institute of Technology, SilcharNSIECE4BFALSEOTHERSTATE","National Institute of Technology, Silchar",Electronics & Communication Engineering,NSIECE4B,FALSE,OTHERSTATE,,41311,180227,268069,68654,2014
825,"National Institute of Technology, SilcharNSIECE4BTRUEHOMESTATE","National Institute of Technology, Silchar",Electronics & Communication Engineering,NSIECE4B,TRUE,HOMESTATE,,420511,,,,2014
826,"National Institute of Technology, SilcharNSIECE4BTRUEOTHERSTATE","National Institute of Technology, Silchar",Electronics & Communication Engineering,NSIECE4B,TRUE,OTHERSTATE,,531893,,,,2014
827,"National Institute of Technology, SilcharNSIEIE4BFALSEHOMESTATE","National Institute of Technology, Silchar",Electronics & Instrumentation,NSIEIE4B,FALSE,HOMESTATE,,78337,253942,225670,142005,2014
828,"National Institute of Technology, SilcharNSIEIE4BFALSEOTHERSTATE","National Institute of Technology, Silchar",Electronics & Instrumentation,NSIEIE4B,FALSE,OTHERSTATE,,48001,194923,292534,77081,2014
829,"National Institute of Technology, SilcharNSIEIE4BTRUEHOMESTATE","National Institute of Technology, Silchar",Electronics & Instrumentation,NSIEIE4B,TRUE,HOMESTATE,,457927,,,,2014
830,"National Institute of Technology, SilcharNSIMEC4BFALSEHOMESTATE","National Institute of Technology, Silchar",Mechanical Engineering,NSIMEC4B,FALSE,HOMESTATE,,26116,110115,168838,60962,2014
831,"National Institute of Technology, SilcharNSIMEC4BFALSEOTHERSTATE","National Institute of Technology, Silchar",Mechanical Engineering,NSIMEC4B,FALSE,OTHERSTATE,,29519,139521,206943,38681,2014
832,"National Institute of Technology, SilcharNSIMEC4BTRUEHOMESTATE","National Institute of Technology, Silchar",Mechanical Engineering,NSIMEC4B,TRUE,HOMESTATE,,104213,,,,2014
833,"National Institute of Technology, SilcharNSIMEC4BTRUEOTHERSTATE","National Institute of Technology, Silchar",Mechanical Engineering,NSIMEC4B,TRUE,OTHERSTATE,,317054,,,596079,2014
834,"National Institute of Technology, SikkimNSKCIV4BFALSEHOMESTATE","National Institute of Technology, Sikkim",Civil Engineering,NSKCIV4B,FALSE,HOMESTATE,,352633,,790324,,2014
835,"National Institute of Technology, SikkimNSKCIV4BFALSEOTHERSTATE","National Institute of Technology, Sikkim",Civil Engineering,NSKCIV4B,FALSE,OTHERSTATE,,45784,185329,171152,58602,2014
836,"National Institute of Technology, SikkimNSKCIV4BTRUEOTHERSTATE","National Institute of Technology, Sikkim",Civil Engineering,NSKCIV4B,TRUE,OTHERSTATE,,,,,629071,2014
837,"National Institute of Technology, SikkimNSKCSE4BFALSEHOMESTATE","National Institute of Technology, Sikkim",Computer Science & Engineering,NSKCSE4B,FALSE,HOMESTATE,,353234,367887,431109,,2014
838,"National Institute of Technology, SikkimNSKCSE4BFALSEOTHERSTATE","National Institute of Technology, Sikkim",Computer Science & Engineering,NSKCSE4B,FALSE,OTHERSTATE,,44151,190516,276586,62945,2014
839,"National Institute of Technology, SikkimNSKEEE4BFALSEHOMESTATE","National Institute of Technology, Sikkim",Electrical & Electronics Engineering,NSKEEE4B,FALSE,HOMESTATE,,352686,,623205,,2014
840,"National Institute of Technology, SikkimNSKEEE4BFALSEOTHERSTATE","National Institute of Technology, Sikkim",Electrical & Electronics Engineering,NSKEEE4B,FALSE,OTHERSTATE,,54977,185457,186089,78650,2014
841,"National Institute of Technology, SikkimNSKECE4BFALSEHOMESTATE","National Institute of Technology, Sikkim",Electronics & Communication Engineering,NSKECE4B,FALSE,HOMESTATE,,279336,695622,,,2014
842,"National Institute of Technology, SikkimNSKECE4BFALSEOTHERSTATE","National Institute of Technology, Sikkim",Electronics & Communication Engineering,NSKECE4B,FALSE,OTHERSTATE,,51736,175291,279067,74896,2014
843,"National Institute of Technology Karnataka, SurathkalNSLCHE4BFALSEHOMESTATE","National Institute of Technology Karnataka, Surathkal",Chemical Engineering \ Technology,NSLCHE4B,FALSE,HOMESTATE,,16417,216656,198229,50788,2014
844,"National Institute of Technology Karnataka, SurathkalNSLCHE4BFALSEOTHERSTATE","National Institute of Technology Karnataka, Surathkal",Chemical Engineering \ Technology,NSLCHE4B,FALSE,OTHERSTATE,,11408,69440,128514,17905,2014
845,"National Institute of Technology Karnataka, SurathkalNSLCHE4BTRUEOTHERSTATE","National Institute of Technology Karnataka, Surathkal",Chemical Engineering \ Technology,NSLCHE4B,TRUE,OTHERSTATE,,,,,265260,2014
846,"National Institute of Technology Karnataka, SurathkalNSLCIV4BFALSEHOMESTATE","National Institute of Technology Karnataka, Surathkal",Civil Engineering,NSLCIV4B,FALSE,HOMESTATE,,24025,145443,134493,55459,2014
847,"National Institute of Technology Karnataka, SurathkalNSLCIV4BFALSEOTHERSTATE","National Institute of Technology Karnataka, Surathkal",Civil Engineering,NSLCIV4B,FALSE,OTHERSTATE,,8862,52004,59614,14460,2014
848,"National Institute of Technology Karnataka, SurathkalNSLCIV4BTRUEHOMESTATE","National Institute of Technology Karnataka, Surathkal",Civil Engineering,NSLCIV4B,TRUE,HOMESTATE,,485371,,,722377,2014
849,"National Institute of Technology Karnataka, SurathkalNSLCIV4BTRUEOTHERSTATE","National Institute of Technology Karnataka, Surathkal",Civil Engineering,NSLCIV4B,TRUE,OTHERSTATE,,190823,,,,2014
850,"National Institute of Technology Karnataka, SurathkalNSLCOE4BFALSEHOMESTATE","National Institute of Technology Karnataka, Surathkal",Computer Engineering,NSLCOE4B,FALSE,HOMESTATE,,4133,84494,105988,21044,2014
851,"National Institute of Technology Karnataka, SurathkalNSLCOE4BFALSEOTHERSTATE","National Institute of Technology Karnataka, Surathkal",Computer Engineering,NSLCOE4B,FALSE,OTHERSTATE,,2093,39809,51634,5910,2014
852,"National Institute of Technology Karnataka, SurathkalNSLCOE4BTRUEHOMESTATE","National Institute of Technology Karnataka, Surathkal",Computer Engineering,NSLCOE4B,TRUE,HOMESTATE,,766322,,,,2014
853,"National Institute of Technology Karnataka, SurathkalNSLCOE4BTRUEOTHERSTATE","National Institute of Technology Karnataka, Surathkal",Computer Engineering,NSLCOE4B,TRUE,OTHERSTATE,,113317,,,124115,2014
854,"National Institute of Technology Karnataka, SurathkalNSLEEE4BFALSEHOMESTATE","National Institute of Technology Karnataka, Surathkal",Electrical & Electronics Engineering,NSLEEE4B,FALSE,HOMESTATE,,8190,112258,122124,33754,2014
855,"National Institute of Technology Karnataka, SurathkalNSLEEE4BFALSEOTHERSTATE","National Institute of Technology Karnataka, Surathkal",Electrical & Electronics Engineering,NSLEEE4B,FALSE,OTHERSTATE,,4864,48579,50156,8899,2014
856,"National Institute of Technology Karnataka, SurathkalNSLEEE4BTRUEOTHERSTATE","National Institute of Technology Karnataka, Surathkal",Electrical & Electronics Engineering,NSLEEE4B,TRUE,OTHERSTATE,,99336,,,,2014
857,"National Institute of Technology Karnataka, SurathkalNSLECE4BFALSEHOMESTATE","National Institute of Technology Karnataka, Surathkal",Electronics & Communication Engineering,NSLECE4B,FALSE,HOMESTATE,,3316,58414,83444,12030,2014
858,"National Institute of Technology Karnataka, SurathkalNSLECE4BFALSEOTHERSTATE","National Institute of Technology Karnataka, Surathkal",Electronics & Communication Engineering,NSLECE4B,FALSE,OTHERSTATE,,2703,40268,65230,6724,2014
859,"National Institute of Technology Karnataka, SurathkalNSLECE4BTRUEHOMESTATE","National Institute of Technology Karnataka, Surathkal",Electronics & Communication Engineering,NSLECE4B,TRUE,HOMESTATE,,,,,59804,2014
860,"National Institute of Technology Karnataka, SurathkalNSLITY4BFALSEHOMESTATE","National Institute of Technology Karnataka, Surathkal",Information Technology,NSLITY4B,FALSE,HOMESTATE,,8868,132931,155499,39071,2014
861,"National Institute of Technology Karnataka, SurathkalNSLITY4BFALSEOTHERSTATE","National Institute of Technology Karnataka, Surathkal",Information Technology,NSLITY4B,FALSE,OTHERSTATE,,5855,69474,109657,17479,2014
862,"National Institute of Technology Karnataka, SurathkalNSLITY4BTRUEHOMESTATE","National Institute of Technology Karnataka, Surathkal",Information Technology,NSLITY4B,TRUE,HOMESTATE,,117500,,,,2014
863,"National Institute of Technology Karnataka, SurathkalNSLITY4BTRUEOTHERSTATE","National Institute of Technology Karnataka, Surathkal",Information Technology,NSLITY4B,TRUE,OTHERSTATE,,198344,824394,,348297,2014
864,"National Institute of Technology Karnataka, SurathkalNSLMEC4BFALSEHOMESTATE","National Institute of Technology Karnataka, Surathkal",Mechanical Engineering,NSLMEC4B,FALSE,HOMESTATE,,7808,82069,102529,32286,2014
865,"National Institute of Technology Karnataka, SurathkalNSLMEC4BFALSEOTHERSTATE","National Institute of Technology Karnataka, Surathkal",Mechanical Engineering,NSLMEC4B,FALSE,OTHERSTATE,,3727,35406,55119,7768,2014
866,"National Institute of Technology Karnataka, SurathkalNSLMEC4BTRUEHOMESTATE","National Institute of Technology Karnataka, Surathkal",Mechanical Engineering,NSLMEC4B,TRUE,HOMESTATE,,236636,569652,,,2014
867,"National Institute of Technology Karnataka, SurathkalNSLMEC4BTRUEOTHERSTATE","National Institute of Technology Karnataka, Surathkal",Mechanical Engineering,NSLMEC4B,TRUE,OTHERSTATE,,14280,174101,233388,,2014
868,"National Institute of Technology Karnataka, SurathkalNSLMME4BFALSEHOMESTATE","National Institute of Technology Karnataka, Surathkal",Metallurgy and Materials Engineering,NSLMME4B,FALSE,HOMESTATE,,34602,283096,247038,80560,2014
869,"National Institute of Technology Karnataka, SurathkalNSLMME4BFALSEOTHERSTATE","National Institute of Technology Karnataka, Surathkal",Metallurgy and Materials Engineering,NSLMME4B,FALSE,OTHERSTATE,,19609,103329,129139,30171,2014
870,"National Institute of Technology Karnataka, SurathkalNSLMIN4BFALSEHOMESTATE","National Institute of Technology Karnataka, Surathkal",Mining Engineering,NSLMIN4B,FALSE,HOMESTATE,,100010,316656,220682,136309,2014
871,"National Institute of Technology Karnataka, SurathkalNSLMIN4BFALSEOTHERSTATE","National Institute of Technology Karnataka, Surathkal",Mining Engineering,NSLMIN4B,FALSE,OTHERSTATE,,22131,102606,91635,28642,2014
872,"National Institution of Technology, SrinagarNSRCHE4BFALSEHOMESTATE","National Institution of Technology, Srinagar",Chemical Engineering \ Technology,NSRCHE4B,FALSE,HOMESTATE,,59336,273744,317422,,2014
873,"National Institution of Technology, SrinagarNSRCHE4BFALSEOTHERSTATE","National Institution of Technology, Srinagar",Chemical Engineering \ Technology,NSRCHE4B,FALSE,OTHERSTATE,,64647,222140,272520,92248,2014
874,"National Institution of Technology, SrinagarNSRCHE4BTRUEOTHERSTATE","National Institution of Technology, Srinagar",Chemical Engineering \ Technology,NSRCHE4B,TRUE,OTHERSTATE,,628319,,,,2014
875,"National Institution of Technology, SrinagarNSRCIV4BFALSEHOMESTATE","National Institution of Technology, Srinagar",Civil Engineering,NSRCIV4B,FALSE,HOMESTATE,,35112,212192,151334,196746,2014
876,"National Institution of Technology, SrinagarNSRCIV4BFALSEOTHERSTATE","National Institution of Technology, Srinagar",Civil Engineering,NSRCIV4B,FALSE,OTHERSTATE,,42466,176857,138542,71546,2014
877,"National Institution of Technology, SrinagarNSRCIV4BTRUEHOMESTATE","National Institution of Technology, Srinagar",Civil Engineering,NSRCIV4B,TRUE,HOMESTATE,,355587,,,,2014
878,"National Institution of Technology, SrinagarNSRCIV4BTRUEOTHERSTATE","National Institution of Technology, Srinagar",Civil Engineering,NSRCIV4B,TRUE,OTHERSTATE,,330493,639718,,,2014
879,"National Institution of Technology, SrinagarNSRCSE4BFALSEHOMESTATE","National Institution of Technology, Srinagar",Computer Science & Engineering,NSRCSE4B,FALSE,HOMESTATE,,42615,165567,296463,346596,2014
880,"National Institution of Technology, SrinagarNSRCSE4BFALSEOTHERSTATE","National Institution of Technology, Srinagar",Computer Science & Engineering,NSRCSE4B,FALSE,OTHERSTATE,,33175,152419,191363,75023,2014
881,"National Institution of Technology, SrinagarNSRCSE4BTRUEOTHERSTATE","National Institution of Technology, Srinagar",Computer Science & Engineering,NSRCSE4B,TRUE,OTHERSTATE,,542774,,,,2014
882,"National Institution of Technology, SrinagarNSRELE4BFALSEHOMESTATE","National Institution of Technology, Srinagar",Electrical Engineering,NSRELE4B,FALSE,HOMESTATE,,41568,228087,222590,301806,2014
883,"National Institution of Technology, SrinagarNSRELE4BFALSEOTHERSTATE","National Institution of Technology, Srinagar",Electrical Engineering,NSRELE4B,FALSE,OTHERSTATE,,35582,167170,192315,68154,2014
884,"National Institution of Technology, SrinagarNSRELE4BTRUEOTHERSTATE","National Institution of Technology, Srinagar",Electrical Engineering,NSRELE4B,TRUE,OTHERSTATE,,486388,,,,2014
885,"National Institution of Technology, SrinagarNSRECE4BFALSEHOMESTATE","National Institution of Technology, Srinagar",Electronics & Communication Engineering,NSRECE4B,FALSE,HOMESTATE,,41541,200285,243031,370895,2014
886,"National Institution of Technology, SrinagarNSRECE4BFALSEOTHERSTATE","National Institution of Technology, Srinagar",Electronics & Communication Engineering,NSRECE4B,FALSE,OTHERSTATE,,40327,189955,223544,77178,2014
887,"National Institution of Technology, SrinagarNSRECE4BTRUEHOMESTATE","National Institution of Technology, Srinagar",Electronics & Communication Engineering,NSRECE4B,TRUE,HOMESTATE,,253816,,,,2014
888,"National Institution of Technology, SrinagarNSRECE4BTRUEOTHERSTATE","National Institution of Technology, Srinagar",Electronics & Communication Engineering,NSRECE4B,TRUE,OTHERSTATE,,,,,665500,2014
889,"National Institution of Technology, SrinagarNSRITE4BFALSEHOMESTATE","National Institution of Technology, Srinagar",Information Technology Engineering,NSRITE4B,FALSE,HOMESTATE,,52117,244365,337247,,2014
890,"National Institution of Technology, SrinagarNSRITE4BFALSEOTHERSTATE","National Institution of Technology, Srinagar",Information Technology Engineering,NSRITE4B,FALSE,OTHERSTATE,,54446,225465,360971,84450,2014
891,"National Institution of Technology, SrinagarNSRITE4BTRUEHOMESTATE","National Institution of Technology, Srinagar",Information Technology Engineering,NSRITE4B,TRUE,HOMESTATE,,475388,,,,2014
892,"National Institution of Technology, SrinagarNSRMEC4BFALSEHOMESTATE","National Institution of Technology, Srinagar",Mechanical Engineering,NSRMEC4B,FALSE,HOMESTATE,,35244,156808,194414,179499,2014
893,"National Institution of Technology, SrinagarNSRMEC4BFALSEOTHERSTATE","National Institution of Technology, Srinagar",Mechanical Engineering,NSRMEC4B,FALSE,OTHERSTATE,,31502,138776,190959,38189,2014
894,"National Institution of Technology, SrinagarNSRMEC4BTRUEHOMESTATE","National Institution of Technology, Srinagar",Mechanical Engineering,NSRMEC4B,TRUE,HOMESTATE,,203851,,,,2014
895,"National Institution of Technology, SrinagarNSRMEC4BTRUEOTHERSTATE","National Institution of Technology, Srinagar",Mechanical Engineering,NSRMEC4B,TRUE,OTHERSTATE,,,,,454095,2014
896,"National Institution of Technology, SrinagarNSRMLE4BFALSEHOMESTATE","National Institution of Technology, Srinagar",Metallurgical and Materials Engineering,NSRMLE4B,FALSE,HOMESTATE,,73612,278867,374848,,2014
897,"National Institution of Technology, SrinagarNSRMLE4BFALSEOTHERSTATE","National Institution of Technology, Srinagar",Metallurgical and Materials Engineering,NSRMLE4B,FALSE,OTHERSTATE,,82350,246097,387148,124257,2014
898,"National Institution of Technology, SrinagarNSRMLE4BTRUEHOMESTATE","National Institution of Technology, Srinagar",Metallurgical and Materials Engineering,NSRMLE4B,TRUE,HOMESTATE,,478785,,,,2014
899,"Sardar Vallabhbhai National Institute of Technology, SuratNSTCHE4BFALSEHOMESTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Chemical Engineering \ Technology,NSTCHE4B,FALSE,HOMESTATE,,31834,204406,267372,112672,2014
900,"Sardar Vallabhbhai National Institute of Technology, SuratNSTCHE4BFALSEOTHERSTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Chemical Engineering \ Technology,NSTCHE4B,FALSE,OTHERSTATE,,22514,119855,175421,33721,2014
901,"Sardar Vallabhbhai National Institute of Technology, SuratNSTCHE4BTRUEHOMESTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Chemical Engineering \ Technology,NSTCHE4B,TRUE,HOMESTATE,,434057,,,,2014
902,"Sardar Vallabhbhai National Institute of Technology, SuratNSTCHE4BTRUEOTHERSTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Chemical Engineering \ Technology,NSTCHE4B,TRUE,OTHERSTATE,,646982,,,829511,2014
903,"Sardar Vallabhbhai National Institute of Technology, SuratNSTCIV4BFALSEHOMESTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Civil Engineering,NSTCIV4B,FALSE,HOMESTATE,,28886,131869,75908,61430,2014
904,"Sardar Vallabhbhai National Institute of Technology, SuratNSTCIV4BFALSEOTHERSTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Civil Engineering,NSTCIV4B,FALSE,OTHERSTATE,,17928,86429,53274,23742,2014
905,"Sardar Vallabhbhai National Institute of Technology, SuratNSTCIV4BTRUEHOMESTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Civil Engineering,NSTCIV4B,TRUE,HOMESTATE,,154420,,,485796,2014
906,"Sardar Vallabhbhai National Institute of Technology, SuratNSTCIV4BTRUEOTHERSTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Civil Engineering,NSTCIV4B,TRUE,OTHERSTATE,,286542,,,388231,2014
907,"Sardar Vallabhbhai National Institute of Technology, SuratNSTCOE4BFALSEHOMESTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Computer Engineering,NSTCOE4B,FALSE,HOMESTATE,,11376,100525,484220,30491,2014
908,"Sardar Vallabhbhai National Institute of Technology, SuratNSTCOE4BFALSEOTHERSTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Computer Engineering,NSTCOE4B,FALSE,OTHERSTATE,,10620,82638,134996,21109,2014
909,"Sardar Vallabhbhai National Institute of Technology, SuratNSTCOE4BTRUEHOMESTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Computer Engineering,NSTCOE4B,TRUE,HOMESTATE,,185031,,,,2014
910,"Sardar Vallabhbhai National Institute of Technology, SuratNSTELE4BFALSEHOMESTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Electrical Engineering,NSTELE4B,FALSE,HOMESTATE,,15076,127803,90223,39572,2014
911,"Sardar Vallabhbhai National Institute of Technology, SuratNSTELE4BFALSEOTHERSTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Electrical Engineering,NSTELE4B,FALSE,OTHERSTATE,,13986,86384,93515,22464,2014
912,"Sardar Vallabhbhai National Institute of Technology, SuratNSTELE4BTRUEOTHERSTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Electrical Engineering,NSTELE4B,TRUE,OTHERSTATE,,343485,,,,2014
913,"Sardar Vallabhbhai National Institute of Technology, SuratNSTECE4BFALSEHOMESTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Electronics & Communication Engineering,NSTECE4B,FALSE,HOMESTATE,,25749,255511,293506,95682,2014
914,"Sardar Vallabhbhai National Institute of Technology, SuratNSTECE4BFALSEOTHERSTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Electronics & Communication Engineering,NSTECE4B,FALSE,OTHERSTATE,,12970,94056,129543,22957,2014
915,"Sardar Vallabhbhai National Institute of Technology, SuratNSTECE4BTRUEHOMESTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Electronics & Communication Engineering,NSTECE4B,TRUE,HOMESTATE,,113768,,,,2014
916,"Sardar Vallabhbhai National Institute of Technology, SuratNSTECE4BTRUEOTHERSTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Electronics & Communication Engineering,NSTECE4B,TRUE,OTHERSTATE,,331588,,,,2014
917,"Sardar Vallabhbhai National Institute of Technology, SuratNSTMEC4BFALSEHOMESTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Mechanical Engineering,NSTMEC4B,FALSE,HOMESTATE,,9484,72122,82516,25210,2014
918,"Sardar Vallabhbhai National Institute of Technology, SuratNSTMEC4BFALSEOTHERSTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Mechanical Engineering,NSTMEC4B,FALSE,OTHERSTATE,,12300,84816,98201,21527,2014
919,"Sardar Vallabhbhai National Institute of Technology, SuratNSTMEC4BTRUEHOMESTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Mechanical Engineering,NSTMEC4B,TRUE,HOMESTATE,,108849,,,297713,2014
920,"Sardar Vallabhbhai National Institute of Technology, SuratNSTMEC4BTRUEOTHERSTATE","Sardar Vallabhbhai National Institute of Technology, Surat",Mechanical Engineering,NSTMEC4B,TRUE,OTHERSTATE,,266122,,,383293,2014
921,"National Institute of Technology, TiruchirappalliNTIARC5AFALSEHOMESTATE","National Institute of Technology, Tiruchirappalli",Architecture,NTIARC5A,FALSE,HOMESTATE,,2996,21744,39420,6395,2014
922,"National Institute of Technology, TiruchirappalliNTIARC5AFALSEOTHERSTATE","National Institute of Technology, Tiruchirappalli",Architecture,NTIARC5A,FALSE,OTHERSTATE,,1864,10049,12969,4827,2014
923,"National Institute of Technology, TiruchirappalliNTIARC5ATRUEOTHERSTATE","National Institute of Technology, Tiruchirappalli",Architecture,NTIARC5A,TRUE,OTHERSTATE,,21118,,,,2014
924,"National Institute of Technology, TiruchirappalliNTICHE4BFALSEHOMESTATE","National Institute of Technology, Tiruchirappalli",Chemical Engineering \ Technology,NTICHE4B,FALSE,HOMESTATE,,13102,179922,658843,25383,2014
925,"National Institute of Technology, TiruchirappalliNTICHE4BFALSEOTHERSTATE","National Institute of Technology, Tiruchirappalli",Chemical Engineering \ Technology,NTICHE4B,FALSE,OTHERSTATE,,9195,62551,90969,18490,2014
926,"National Institute of Technology, TiruchirappalliNTICHE4BTRUEOTHERSTATE","National Institute of Technology, Tiruchirappalli",Chemical Engineering \ Technology,NTICHE4B,TRUE,OTHERSTATE,,,,,261907,2014
